chembl_id,smiles
CHEMBL281187,Ic1cccc(COCCCc2c[nH]cn2)c1
CHEMBL20813,N#Cc1ccc(S(=O)(=O)Nc2ccc(Cl)c3cc[nH]c23)cc1
CHEMBL20814,N#Cc1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1
CHEMBL279033,O=C(CSc1nc2ccccc2s1)NCC1CCCN(Cc2cccnc2)C1
CHEMBL282871,O=C(CSc1nc2ccccc2s1)NCC1CCCN(Cc2nccs2)C1
CHEMBL282040,CCCCCN1CCCC(CNC(=O)CSc2nc3ccccc3s2)C1
CHEMBL20528,CC1(C)N=C(N)N=C(N)N1c1cccc(COc2cccc(NC(N)=O)c2)c1
CHEMBL20812,CC(=O)Nc1cccc(OCc2cccc(N3C(N)=NC(N)=NC3(C)C)c2)c1
CHEMBL20496,N=C(c1ccc(NC(=O)c2nnnn2-c2ccc3cc(Cl)ccc3c2)c(F)c1)N1CCCC1
CHEMBL21250,CN(C)C(=N)c1ccc(NC(=O)c2nnnn2-c2ccc3cc(Cl)ccc3c2)c(F)c1
CHEMBL20047,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)c2[nH]cc(Cl)c12
CHEMBL20191,O=C(OCCCc1c[nH]cn1)c1ccccc1I
CHEMBL280959,COc1ccc(S(=O)(=O)Nc2cccc3cc[nH]c23)cc1
CHEMBL423288,CC(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1
CHEMBL19981,CCCCc1cc(OC)nc2nc(C(=O)c3ccccc3)cn12
CHEMBL277617,CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1CC
CHEMBL20799,O=C1CC[C@@]2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)[C@H]1O5
CHEMBL431489,O=NN(CCCl)C(=O)NC(Cc1ccc(O)cc1)C(=O)NCCCl
CHEMBL20800,Cc1ccc(S(=O)(=O)Nc2cccc3cc(O)[nH]c23)cc1
CHEMBL279450,O=C(CSc1nc2ccccc2s1)NCC1CCCN(CC2CCCCC2)C1
CHEMBL20237,O=C(CSc1nc2ccccc2s1)NCC1CCCN(Cc2ccncc2)C1
CHEMBL21261,CCN1CCC(NC(=O)c2cc(Cl)c(NC)cc2OC)C1
CHEMBL615,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O
CHEMBL20639,Cc1cc(C(=O)Nc2ccc(C(=O)N(C)C)cc2)n(-c2ccc3cc(Cl)ccc3c2)n1
CHEMBL277227,O=C(Cc1ccc(I)cc1)OCCCc1c[nH]cn1
CHEMBL282653,O=S(=O)(Nc1cccc2cc[nH]c12)c1ccc(Cl)cc1
CHEMBL20529,COc1cc2nc(C(=O)c3ccccc3)cn2c2ccc(F)cc12
CHEMBL20530,CCCc1ccc2c(c1)c(OC)cc1nc(C(=O)c3ccccc3)cn12
CHEMBL428362,CCc1ccc2c(c1)c(OC)cc1nc(C(=O)c3ccccn3)cn12
CHEMBL20411,O=C(Nc1nccs1)c1cn2c(n1)sc1ccccc12
CHEMBL20765,CCCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1C
CHEMBL20926,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1
CHEMBL20550,NCCCCC(NC(=O)N(CCCl)N=O)C(=O)NCCCl
CHEMBL418010,COc1ccccc1C(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1
CHEMBL276959,CN1CCC23c4c5ccc(O)c4O[C@H]2/C(=N\NC(N)=O)CC[C@@]3(O)C1C5
CHEMBL20214,CCCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1CC
CHEMBL21086,COc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1
CHEMBL279517,O=C(OCc1ccccc1)c1cn2c(n1)sc1ccccc12
CHEMBL21207,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2cccc3cc(Cl)[nH]c23)cc1
CHEMBL277933,O=NN(CCCl)C(=O)NC(CC(=O)O)C(=O)NCCCl
CHEMBL21029,C=CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1C
CHEMBL20695,COc1nc2nc(C(=O)c3ccccc3)cn2c(C)c1CC1CC1
CHEMBL21262,C=CCc1c(SC)nc2nc(C(=O)c3ccccc3)cn2c1C
CHEMBL279969,CCSc1nc2nc(C(=O)c3ccccc3)cn2c2c1CCC2
CHEMBL277407,O=C(OC1CCCCC1)c1cn2c(n1)sc1ccccc12
CHEMBL276961,COc1cc(C(=O)NCCN(C)Cc2ccccc2)cc(OC)c1OC
CHEMBL277031,COc1cc(N)c(Cl)cc1C(=O)NCCN(C)C(C)c1ccccc1
CHEMBL279034,COC(=O)/C=C1\SC2C(NC(=O)Cc3cccs3)C(=O)N2C(C(=O)O)=C1COC(C)=O
CHEMBL20714,Cc1cc(C(=O)Nc2ccc(N3CCOCC3=O)cc2F)n(-c2ccc3cc(Cl)ccc3c2)n1
CHEMBL279212,Cc1cc(C(=O)Nc2ccc(N3CCOCC3=O)cc2)n(-c2ccc3cc(Cl)ccc3c2)n1
CHEMBL428686,CC(C)CCNC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
CHEMBL21146,O=NN(CCCl)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCCCl
CHEMBL277243,CC(O)C(NC(=O)N(CCCl)N=O)C(=O)NCCCl
CHEMBL20346,CSc1nc2nc(C(=O)c3ccccc3)cn2c2c1CSCC2
CHEMBL277461,CSc1nc2nc(C(=O)c3ccccc3)cn2c2c1CCC2
CHEMBL20114,CC(C)C(=O)NCCCCN1CCN(c2ccc(Cl)cc2)CC1
CHEMBL20367,CC1(C(=O)NCCCCN2CCN(c3ccc(Cl)cc3)CC2)CCCCC1
CHEMBL277652,Brc1cccc(Br)c1N(CC1CCCC1)C1=NCCN1
CHEMBL282285,O=C(CSc1nc2ccccc2s1)NC1CCN(Cc2ccc(Cl)cc2)CC1
CHEMBL281362,COC(=O)/C=C1/SC2C(NC(=O)Cc3cccs3)C(=O)N2C(C(=O)O)=C1C
CHEMBL277922,Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)c2[nH]cc(Cl)c12
CHEMBL20413,Cc1cc(C(=O)Nc2ccc(N3CCNCCC3=O)cc2)n(-c2ccc3cc(Cl)ccc3c2)n1
CHEMBL21081,Nc1ccc(S(=O)(=O)Nc2ccc(Br)c3c(Cl)c[nH]c23)cc1
CHEMBL21099,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)c3c(Cl)c[nH]c23)cc1
CHEMBL21154,Cc1cc(C(=O)Nc2ccc(-n3ccnn3)cc2)n(-c2ccc3cc(Cl)ccc3c2)n1
CHEMBL423649,CSCCC(NC(=O)N(CCCl)N=O)C(=O)NCCCl
CHEMBL282678,CCOc1nc2nc(C(=O)c3ccccc3)cn2c2c1CCC2
CHEMBL283353,CCC(C)(C)C(=O)NCCN1CCN(c2ccc(Cl)cc2)CC1
CHEMBL21119,O=C(NCCCCN1CCN(c2ccc(Cl)cc2)CC1)C12CC3CC(CC(C3)C1)C2
CHEMBL417828,C=CCCN(C1=NCCN1)c1c(Br)cccc1Br
CHEMBL440772,O=C(O)COCCCC[C@H]1[C@H](F)CC[C@@H]1NS(=O)(=O)c1ccccc1
CHEMBL20547,Brc1cccc(Br)c1N(Cc1ccco1)C1=NCCN1
CHEMBL617,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1
CHEMBL20250,COc1ccc(S(=O)(=O)Nc2cccc3cc(O)[nH]c23)cc1
CHEMBL20827,COc1ccc(S(=O)(=O)Nc2ccc(Cl)c3cc[nH]c23)cc1
CHEMBL20704,Nc1ccc(S(=O)(=O)Nc2ccc(F)c3c(Cl)c[nH]c23)cc1
CHEMBL20705,COc1ccc(S(=O)(=O)Nc2cc(Cl)cc3cc[nH]c23)cc1
CHEMBL416180,Cc1cc(C(=O)Nc2ccc(-n3nccn3)cc2)n(-c2ccc3cc(Cl)ccc3c2)n1
CHEMBL278835,COC(=O)/C=C1\SC2C(NC(=O)C(O)c3ccccc3)C(=O)N2C(C(=O)O)=C1C
CHEMBL283510,COC(=O)/C=C1\SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C(C(=O)O)=C1C
CHEMBL20842,NC(=O)CC(NC(=O)N(CCCl)N=O)C(=O)NCCCl
CHEMBL21229,O=NN(CCCl)C(=O)N1CCCC1C(=O)NCCCl
CHEMBL21230,Ic1ccc(OCCCc2c[nH]cn2)cc1
CHEMBL282923,CCCCn1c(=O)c2c(ncn2S(=O)(=O)c2c(C)cc(C)cc2C)n(CCCC)c1=O
CHEMBL20951,CCCCn1c(=O)c2c(ncn2S(=O)(=O)Cc2ccccc2)n(CCCC)c1=O
CHEMBL278118,Brc1cccc(Br)c1N(Cc1cccs1)C1=NCCN1
CHEMBL21170,CC(Cc1ccccn1)NC1c2ccccc2Oc2ccccc21
CHEMBL21171,CC(C)=CCN(C1=NCCN1)c1c(Br)cccc1Br
CHEMBL20650,O=C(CSc1nc2ccccc2s1)NCC1CCCN(CCc2ccccc2)C1
CHEMBL21054,CCCCCCC(=O)/C=C\C=C\C(=O)c1ccc(C(=O)OC)cc1
CHEMBL20533,O=NN(CCCl)C(=O)NC1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
CHEMBL20187,CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)O)=C(C)/C(=C/C(=O)OC)SC12)c1ccco1
CHEMBL439911,CCCCn1c(=O)c2c(ncn2S(=O)(=O)c2cccc([N+](=O)[O-])c2)n(CCCC)c1=O
CHEMBL282872,CCCCn1c(=O)c2c(ncn2S(=O)(=O)c2ccc(OC)cc2)n(CCCC)c1=O
CHEMBL20865,CCN(CCc1ccccn1)C1c2ccccc2Oc2ccccc21
CHEMBL20745,O=C1OC(n2c(=O)c(F)cn(C3CCCO3)c2=O)c2ccccc21
CHEMBL20910,Brc1cccc(Br)c1N(C1=NCCN1)C1CCCCC1
CHEMBL20587,CCCCCCCCCc1cccc(N2C(N)=NC(N)=NC2(C)C)c1
CHEMBL282652,O=C(O)COCCCCC1=CCC[C@@H]1NS(=O)(=O)c1ccc(F)cc1
CHEMBL281385,Cc1ccc(S(=O)(=O)N[C@H]2CCC=C2CCCCOCC(=O)O)cc1
CHEMBL20203,CN(C)CCN1C(=O)c2ccc(Cl)c3c(Cl)ccc(c23)C1=O
CHEMBL281849,O=C(O)CCC/C=C\C[C@H]1[C@H](F)CC[C@@H]1NS(=O)(=O)c1ccc(F)cc1
CHEMBL410350,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(Oc2ccccn2)cc13
CHEMBL282506,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/C1CC2CCC1C2
CHEMBL20612,O=C(CSc1nc2ccccc2s1)NC1CCN(Cc2cccc(Cl)c2)CC1
CHEMBL418741,COc1cccc(OCc2cccc(N3C(N)=NC(N)=NC3(C)C)c2)c1
CHEMBL280115,COC(=O)/C=C1\SC2C(NC(=O)Cc3cccs3)C(=O)N2C(C(=O)O)=C1C
CHEMBL21180,CCCCCCC(=O)/C=C/C=C/C(=O)c1ccc(C(=O)OC)cc1
CHEMBL20497,Nc1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1
CHEMBL20559,COc1ccc2c(c1)OCC1c3cc(O)c(OCC(C)C)cc3OC21
CHEMBL283139,COc1ccc2c(c1)OCC1c3cc(O)c(OC)cc3OC21
CHEMBL20601,Oc1nc2ccccc2n1C1CCN(C2CCCCC2O)CC1
CHEMBL20706,CN(C)CC1CCCCN1C1c2ccccc2Oc2ccccc21
CHEMBL277907,CN(CCc1ccccn1)C1c2ccccc2Oc2ccccc21
CHEMBL20935,c1ccc(CCNC2c3ccccc3Oc3ccccc32)nc1
CHEMBL20538,O=S1(=O)CCC(NC2c3ccccc3Oc3ccccc32)C1
CHEMBL282458,O=C(O)CCC/C=C\C[C@H]1[C@H](F)CC[C@@H]1NS(=O)(=O)c1ccc(F)cc1F
CHEMBL20933,O=C(O)COCCCCC1=CCC[C@@H]1NS(=O)(=O)c1ccccc1
CHEMBL21051,CC1(C)N=C(N)N=C(N)N1c1cccc(C(O)c2ccccc2)c1
CHEMBL20393,CC1(C)N=C(N)N=C(N)N1c1cccc(CNc2ccc(Cl)cc2)c1
CHEMBL417461,CC1(C)N=C(N)N=C(N)N1c1cccc(COc2cccc(Cl)c2)c1
CHEMBL21097,O=C(O)CCC/C=C\C[C@@H]1[C@@H](CNS(=O)(=O)c2ccc(F)cc2)CC[C@H]1F
CHEMBL20543,COc1ccc2c(c1)OCC1c3cc(OC)c(OCc4ccccc4)cc3OC21
CHEMBL21052,Cc1cc(C(=O)Nc2ccc(C3=NCCN3C)cc2F)n(-c2cc3ccccc3cc2F)n1
CHEMBL282067,Clc1ccc(C(c2ccc(-n3cccc3)cc2)n2ccnc2)cc1
CHEMBL278539,COc1ccc(S(N)(=O)=O)cc1C(=O)NCCN(C)Cc1ccccc1
CHEMBL279090,COc1cc(N)c(Cl)cc1C(=O)NCCN(Cc1ccccc1)C(C)(C)C
CHEMBL20879,CCN(CCNC(=O)c1cc(Cl)c(N)cc1OC)Cc1ccc(OC)cc1
CHEMBL279280,CCN(CCNC(=O)c1cc(Cl)c(N)cc1OC)Cc1cccc(Cl)c1
CHEMBL21035,CC(C)(C)C(=O)NCCCCN1CCN(c2ccccc2)CC1
CHEMBL20593,O[C@H]1[C@H](N2CCC(c3ccccc3)CC2)CCC[C@H]1c1ccccc1
CHEMBL20463,CC(C)(C)[C@H]1CC[C@@H](O)[C@H](N2CCC(c3ccccc3)CC2)C1
CHEMBL20748,COc1cc(N)c(Cl)cc1C(=O)NCCN(C)Cc1ccccc1
CHEMBL20872,O=C1Nc2ccccc2C(c2ccccc2F)=NC1Cc1c[nH]c2cc(F)ccc12
CHEMBL20401,COc1ccc(S(C)(=O)=O)cc1C(=O)NCCN(C)Cc1ccccc1
CHEMBL279880,CCNS(=O)(=O)c1ccc(OC)c(C(=O)NCCN(C)Cc2ccccc2)c1
CHEMBL21236,COc1cc(N)c(Cl)cc1C(=O)NCCN(Cc1ccccc1)Cc1ccccc1
CHEMBL20398,CCCCN(CCNC(=O)c1cc(Cl)c(N)cc1OC)Cc1ccc(Cl)cc1
CHEMBL21098,COc1cc(N)c(Cl)cc1C(=O)NCCN(C)Cc1ccccc1C(F)(F)F
CHEMBL20597,O=C1Cc2ccccc2N1CCCN1CCN(c2cccc(Cl)c2)CC1
CHEMBL283947,CCCN(CCNC(=O)c1cc(Cl)c(N)cc1OC)Cc1ccc(Cl)cc1
CHEMBL21014,CCN(CCNC(=O)c1cc(Cl)c(N)cc1OC)Cc1ccccc1OC
CHEMBL21066,CCN1C(CNC(=O)c2cc(Cl)c(NC)cc2OC)CCC1c1ccccc1
CHEMBL447180,COc1cc(N)c(Cl)cc1C(=O)NCC1CCC(C)N1Cc1ccccc1
CHEMBL20656,OC1CCCCC1N1CCC(CCC2CCN(C3CCCCC3O)CC2)CC1
CHEMBL20251,COc1cc(Cl)ccc1N1CCN(CCCCNC(=O)C(C)(C)C)CC1
CHEMBL277448,CCCNc1cc(OC)c(C(=O)NC2CCN(Cc3ccccc3)C2)cc1Cl
CHEMBL277681,CCN(CCNC(=O)c1cc(Cl)c(N)cc1OC)Cc1ccc(F)cc1
CHEMBL416003,CCCCn1c(=O)c2c(ncn2S(=O)(=O)c2ccc(OC(F)(F)F)cc2)n(CCCC)c1=O
CHEMBL20621,CCN(CCNC(=O)c1cc(Cl)c(N)cc1OC)Cc1ccccc1Cl
CHEMBL20675,COc1cc(N)c(Cl)cc1C(=O)NCCN(C)CC1CCCCC1
CHEMBL20428,CC(C)(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
CHEMBL20876,COc1cc(N(C)C(C)=O)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)C1
CHEMBL441511,COc1cc(N)c(Cl)cc1C(=O)NCC1CCCN1Cc1ccccc1
CHEMBL20223,CN1C(=O)/C(=C\c2ccsc2)N=C(c2ccccc2)c2ccccc21
CHEMBL20749,CCOC(=O)C1(c2cccc(OCc3ccc4c(ccc(=O)n4C)c3)c2)CCOCC1
CHEMBL20721,OC1CC2CCCCC2CC1N1CCC(c2ccccc2)CC1
CHEMBL21271,CCC(=O)C1(c2ccccc2)CCN(C2CCCCC2O)CC1
CHEMBL277923,COc1cc(N(C)C)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)C1
CHEMBL21205,O=C(NCCCCN1CCN(c2ccc(Cl)cc2)CC1)c1ccccc1
CHEMBL277937,CC(C)(C)C(=O)NCCCCN1CCN(c2ccc(F)cc2)CC1
CHEMBL21037,CCCCn1c(=O)c2c(ncn2S(=O)(=O)c2cccc3ccccc23)n(CCCC)c1=O
CHEMBL282238,CCCCn1c(=O)c2c(ncn2S(=O)(=O)c2ccc(NO)cc2)n(CCCC)c1=O
CHEMBL279278,CCCCn1c(=O)c2c(ncn2S(=O)(=O)c2cc(C)ccc2C)n(CCCC)c1=O
CHEMBL21059,CC(C)(C)C(=O)NCCCCN1CCN(c2ccc(C(F)(F)F)cc2)CC1
CHEMBL20729,CC(C)(C)C(=O)NCCCCN1CCN(c2cccc(Cl)c2)CC1
CHEMBL20733,N=C(N)c1cccc(C(=O)N[C@@H](C(=O)OCCC2CCN(C(=N)N)CC2)c2ccccc2)c1
CHEMBL20734,CNc1cc(OC)c(C(=O)NC2CCN(Cc3ccccc3)C2C)cc1Cl
CHEMBL20725,CCCC(C)(C)C(=O)NCCN1CCN(c2ccc(Cl)cc2)CC1
CHEMBL20822,CCCCn1c(=O)c2c(ncn2S(=O)(=O)c2cc(C)c(Cl)cc2C)n(CCCC)c1=O
CHEMBL279688,CC(C)CCn1c(=O)c2nc(-c3ccc(S(=O)(=O)O)cc3)[nH]c2n(CC(C)C)c1=O
CHEMBL20402,CC(C)CCn1c(=O)c2nc(-c3ccccc3)[nH]c2n(CC(C)C)c1=O
CHEMBL20403,COC1(c2cc(F)cc(OCc3ccc4c(ccc(=O)n4C)c3)c2)CCOCC1
CHEMBL278380,CNc1cc(OC)c(C(=O)NC2CCN(Cc3ccccc3)C2)cc1Cl
CHEMBL20912,N=C(N)c1cccc(C(=O)NCC(=O)NCC2CCC(CN)CC2)c1
CHEMBL20906,CCCCn1c(=O)c2c(ncn2S(=O)(=O)c2cc(F)ccc2C)n(CCCC)c1=O
CHEMBL21216,CCN(CCNC(=O)c1cc(Cl)c(N)cc1OC)Cc1ccc(Cl)cc1
CHEMBL283142,CC(C)(C)C(=O)NCCCCN1CCN(c2ccccc2Cl)CC1
CHEMBL21168,O=C(NCCN1CCN(c2ccc(Cl)cc2)CC1)C12CC3CC(CC(C3)C1)C2
CHEMBL417827,N=C(N)c1cccc(C(=O)N[C@@H](C(=O)NCC2CCC(CN)CC2)c2ccccc2)c1
CHEMBL277669,CC(C)(C)C(=O)NCCCCN1CCN(c2ccc(Br)cc2)CC1
CHEMBL20672,N=C(N)c1cccc(C(=O)N[C@@H](C(=O)N2CCN(c3ccc(Cl)cc3)CC2)c2ccccc2)c1
CHEMBL20727,CCN(CCNC(=O)c1cc(Cl)c(N)cc1OC)Cc1ccccc1
CHEMBL282944,COc1cc(N(C)C)c(Cl)cc1C(=O)NCC1CCCN1C1CCCCC1.O=C(O)C(=O)O
CHEMBL20427,CCCCn1c(=O)c2c(ncn2S(=O)(=O)c2ccc(C(C)(C)C)cc2)n(CCCC)c1=O
CHEMBL280694,CCCCOc1ccc(S(=O)(=O)n2cnc3c2c(=O)n(CCCC)c(=O)n3CCCC)cc1
CHEMBL20779,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(C2CCCCC2)C1
CHEMBL20825,CCOC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(=O)c1cccc(C(=N)N)c1
CHEMBL20498,CCCCn1c(=O)c2c(ncn2S(=O)(=O)c2cccs2)n(CCCC)c1=O
CHEMBL20552,COC(=O)/C=C\C(=O)N[C@H]1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)[C@H]1O5
CHEMBL282946,Oc1cc2c(cc1OCc1ccccc1)OC1c3ccccc3OCC21
CHEMBL282945,N=C(c1ccc(NC(=O)c2nnnn2-c2cc3ccccc3cc2F)c(F)c1)N1CCCC1
CHEMBL20488,Cc1cc(C(=O)Nc2ccc(C(=N)N(C)C)cc2F)n(-c2cc3ccccc3cc2S(C)(=O)=O)n1
CHEMBL20655,CC1(C(=O)NCCN2CCN(c3ccc(Cl)cc3)CC2)CCCCC1
CHEMBL20996,CCCCC(C)(C)C(=O)NCCN1CCN(c2ccc(Cl)cc2)CC1
CHEMBL20412,COc1cc(N)c(Cl)cc1C(=O)NCCN(Cc1ccc(Cl)cc1)C(C)C
CHEMBL277032,COc1cc(N(C)C(=O)C(F)(F)F)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)C1
CHEMBL20531,CCCCn1c(=O)c2c(ncn2S(=O)(=O)c2ccc(OC)c(OC)c2)n(CCCC)c1=O
CHEMBL283572,Cn1nc2nc(N)n3nc(-c4ccco4)nc3c2c1Nc1ccc(O)cc1
CHEMBL277941,CC(C)(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)O)cc1
CHEMBL283765,N=C(N)c1cccc(C(=O)N[C@@H](C(=O)N2CCC(C(=O)c3ccccc3)CC2)c2ccccc2)c1
CHEMBL538651,CC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)O)cc1
CHEMBL20254,CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)O)cc1
CHEMBL20204,CC(C)(C)C(=O)NCCCCN1CCN2c3ccc(Cl)cc3CCC2C1
CHEMBL20854,CC1CN(CCCCNC(=O)C(C)(C)C)CCN1c1ccc(Cl)cc1
CHEMBL20641,O=[N+]([O-])c1ccc(C(c2ccc(Cl)cc2)n2ccnc2)cc1
CHEMBL416002,Fc1ccc(C(c2ccn(-c3ccccc3)c2)n2ccnc2)cc1
CHEMBL20467,Cc1ccc(C(c2ccn(-c3ccccc3)c2)n2ccnc2)cc1
CHEMBL277465,CCCCn1c(=O)c2c(ncn2CC(C)=O)n(CCCC)c1=O
CHEMBL418371,CCCCn1c(=O)c2c(ncn2S(C)(=O)=O)n(CCCC)c1=O
CHEMBL418558,CN1CCN=C1c1ccc(NC(=O)c2nnnn2-c2ccc3cc(Cl)ccc3c2)c(F)c1
CHEMBL20388,COc1ccc(C(Cc2ccc(Cl)cc2)n2cnnc2)cc1
CHEMBL20839,COc1ccc(C(Cc2ccc(Cl)cc2)n2ccnc2)cc1
CHEMBL20786,CCC(=O)N[C@H]1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)[C@H]1O5
CHEMBL20600,CCCCn1c(=O)n(CCC(C)C)c(=O)c2c1ncn2S(=O)(=O)c1ccc(OC)c(OC)c1
CHEMBL279428,CCCCn1c(=O)n(CC=C(C)C)c(=O)c2c1ncn2S(=O)(=O)c1ccc(OC)c(OC)c1
CHEMBL20771,Cc1cc(C(=O)Nc2ccc(C)c(N3CCN(C)CC3)c2)ccc1Br
CHEMBL20845,CCN(CCNC(=O)c1cc(Cl)c(N)cc1OC)Cc1ccccn1
CHEMBL21008,COc1ccccc1N1CCN(CCCCNC(=O)C(C)(C)C)CC1
CHEMBL20493,CC(C)(C)C(=O)NCCCCN1CCN(c2ccc(Cl)cc2)CC1
CHEMBL20444,CCCC(C)(C)C(=O)NCCCCN1CCN(c2ccc(Cl)cc2)CC1
CHEMBL21011,CCC(C)(C)C(=O)NCCCCN1CCN(c2ccc(Cl)cc2)CC1
CHEMBL21479,Cc1ccc(C(c2ccc(-n3cccc3)cc2)n2ccnc2)cc1
CHEMBL21562,N=C(c1ccc(NC(=O)c2nnnn2-c2ccc3cc(Cl)ccc3c2)c(F)c1)N1CCCCC1
CHEMBL424402,Oc1ccc2c3c1O[C@H]1[C@@H](N=C=S)CCC4(O)C(C2)N(CC2CC2)CCC314
CHEMBL278568,Fc1ccc(-n2ccc(C(c3ccccc3)n3ccnc3)c2)cc1
CHEMBL21003,CN(C)C1CCCC1N(C(=O)C1CC1)c1ccc(Cl)c(Cl)c1
CHEMBL20820,CCCCn1c(=O)n(CC2CCC2)c(=O)c2c1ncn2S(=O)(=O)c1ccc(OC)c(OC)c1
CHEMBL429383,COc1cc(NC=O)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)C1
CHEMBL20986,COc1cc(N(C)C)c(Cl)cc1C(=O)NCCN(C)Cc1ccccc1
CHEMBL282008,CC(C)(C)C(=O)NCCN1CCN(c2ccc(Cl)cc2)CC1
CHEMBL22163,COC(=O)/C=C\C(=O)N[C@@H]1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)[C@H]1O5
CHEMBL276951,Fc1ccc(C(c2ccn(-c3ccc(F)cc3)c2)n2ccnc2)cc1
CHEMBL22052,O=[N+]([O-])c1ccc(C2CCN(C3CCCCC3O)CC2)c([N+](=O)[O-])c1
CHEMBL417826,CN(C)C(=N)c1ccc(NC(=O)c2nnnn2-c2cc3ccccc3cc2F)c(F)c1
CHEMBL20790,CCC(c1ccc(Cl)cc1)C(c1ccc(OC)cc1)n1cncn1
CHEMBL418559,Cc1cc(C(=O)Nc2ccc(C(=N)N(C)CCN(C)C)cc2F)n(-c2cc3ccccc3cc2F)n1
CHEMBL21045,Cc1ccc(-c2cn(C)cc2C(c2ccccc2)n2ccnc2)cc1
CHEMBL277946,COc1ccc2c(c1)OCC1c3ccc(OCc4ccccc4)cc3OC21
CHEMBL20606,CCCCCCCCS(=O)(=O)n1cnc2c1c(=O)n(CCCC)c(=O)n2CCCC
CHEMBL283114,COc1ccc(S(=O)(=O)N(Cc2ccc(Br)cc2)[C@H](C)C(=O)NO)cc1
CHEMBL280116,COc1ccc(S(=O)(=O)N(Cc2ccc(Cl)c([N+](=O)[O-])c2)[C@H](C)C(=O)NO)cc1
CHEMBL20679,CCC(=O)N(c1ccc(Cl)c(Cl)c1)C1CCCC1N(C)C
CHEMBL20763,CCN1CCCCC1c1ccc(-c2cc(S(=O)(=O)CC)ccc2OC)[nH]1
CHEMBL20651,Cc1cc(C(=O)Nc2ccc(C(=N)N(C)C)s2)n(-c2cc3ccccc3cc2F)n1
CHEMBL277943,Cc1cc(C(=O)Nc2ccc(C(=N)N(C)C)cc2)n(-c2cc3ccccc3cc2F)n1
CHEMBL279970,CCN1CCCC1CNC(=O)c1cc(Cl)c(N)cc1OC
CHEMBL281800,COc1cc(N2CCCC2)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)C1
CHEMBL277909,COc1cc(NCc2ccccc2)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)C1
CHEMBL20995,COc1ccc(C(Cc2cccc(Cl)c2)n2ccnc2)cc1
CHEMBL20658,O=C1CN2C[C@@H]3C(=O)N(CN4CCOCC4)C(=O)CN3C[C@@H]2C(=O)N1CN1CCOCC1
CHEMBL428530,Cc1cc(C(=O)Nc2ccc(C(=N)N3CCC3)cc2F)n(-c2cc3ccccc3cc2F)n1
CHEMBL283308,COC(=O)c1c(O)ccc2c1C1COc3cc(OC)ccc3C1O2
CHEMBL20774,COc1ccc2c(c1)OCC1c3cc(O)c(OCC4CCCCC4)cc3OC21
CHEMBL20454,CCCCn1c(=O)c2c(ncn2S(=O)(=O)c2ccccc2F)n(CCCC)c1=O
